C,C,W,W,W,D,D,G,UTIL,,Instructions
,,,,,,,,,,1. Locate the player you want to select in the list below 
,,,,,,,,,,2. Copy the ID of your player (you can use the Name + ID column or the ID column) 
,,,,,,,,,,3. Paste the ID into the roster position desired 
,,,,,,,,,,4. You must include an ID for each player; you cannot use just the player's name 
,,,,,,,,,,5. You can create up to 500 lineups per file 
 
,,,,,,,,,,Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
,,,,,,,,,,LW,Filip Chytil (11669849),Filip Chytil,11669849,W/UTIL,3900,NYI@NYR 11/21/2018 07:00PM ET,NYR,1.83
,,,,,,,,,,D,Tony DeAngelo (11670505),Tony DeAngelo,11670505,D/UTIL,3900,NYI@NYR 11/21/2018 07:00PM ET,NYR,2.54
,,,,,,,,,,D,Duncan Keith (11670515),Duncan Keith,11670515,D/UTIL,3900,CHI@WAS 11/21/2018 07:00PM ET,CHI,2.40
,,,,,,,,,,C,Anthony Cirelli (11669313),Anthony Cirelli,11669313,C/UTIL,3900,FLA@TB 11/21/2018 07:30PM ET,TB,2.19
,,,,,,,,,,D,Aaron Ekblad (11670509),Aaron Ekblad,11670509,D/UTIL,3900,FLA@TB 11/21/2018 07:30PM ET,FLA,2.47
,,,,,,,,,,C,Jean-Gabriel Pageau (11669311),Jean-Gabriel Pageau,11669311,C/UTIL,3900,OTT@MIN 11/21/2018 08:00PM ET,OTT,0
,,,,,,,,,,RW,Drake Batherson (11669845),Drake Batherson,11669845,W/UTIL,3900,OTT@MIN 11/21/2018 08:00PM ET,OTT,4.83
,,,,,,,,,,LW,Sven Baertschi (11669847),Sven Baertschi,11669847,W/UTIL,3900,VAN@ANH 11/21/2018 10:00PM ET,VAN,2.4
,,,,,,,,,,D,Noah Hanifin (11670513),Noah Hanifin,11670513,D/UTIL,3900,WPG@CGY 11/21/2018 10:00PM ET,CGY,2.24
,,,,,,,,,,RW,Tyler Toffoli (11669841),Tyler Toffoli,11669841,W/UTIL,3900,COL@LA 11/21/2018 10:30PM ET,LA,2.58
,,,,,,,,,,D,Samuel Girard (11670511),Samuel Girard,11670511,D/UTIL,3900,COL@LA 11/21/2018 10:30PM ET,COL,2.22
,,,,,,,,,,D,Will Butcher (11670521),Will Butcher,11670521,D/UTIL,3800,MON@NJ 11/21/2018 07:00PM ET,NJ,2
,,,,,,,,,,C,Jason Spezza (11669319),Jason Spezza,11669319,C/UTIL,3800,DAL@PIT 11/21/2018 07:00PM ET,DAL,2.43
,,,,,,,,,,LW,Devin Shore (11669853),Devin Shore,11669853,W/UTIL,3800,DAL@PIT 11/21/2018 07:00PM ET,DAL,2.33
,,,,,,,,,,D,Erik Gustafsson (11670525),Erik Gustafsson,11670525,D/UTIL,3800,CHI@WAS 11/21/2018 07:00PM ET,CHI,2.45
,,,,,,,,,,D,Brett Pesce (11670523),Brett Pesce,11670523,D/UTIL,3800,TOR@CAR 11/21/2018 07:00PM ET,CAR,2.35
,,,,,,,,,,LW,Alex Killorn (11669851),Alex Killorn,11669851,W/UTIL,3800,FLA@TB 11/21/2018 07:30PM ET,TB,2.14
,,,,,,,,,,D,Braydon Coburn (11670517),Braydon Coburn,11670517,D/UTIL,3800,FLA@TB 11/21/2018 07:30PM ET,TB,2.38
,,,,,,,,,,C,Brad Richardson (11669317),Brad Richardson,11669317,C/UTIL,3800,VGK@ARI 11/21/2018 09:00PM ET,ARI,2.84
,,,,,,,,,,D,Jakob Chychrun (11670519),Jakob Chychrun,11670519,D/UTIL,3800,VGK@ARI 11/21/2018 09:00PM ET,ARI,2
,,,,,,,,,,C,Ryan Kesler (11669321),Ryan Kesler,11669321,C/UTIL,3800,VAN@ANH 11/21/2018 10:00PM ET,ANH,2.03
,,,,,,,,,,LW,Nikolay Goldobin (11669855),Nikolay Goldobin,11669855,W/UTIL,3800,VAN@ANH 11/21/2018 10:00PM ET,VAN,2.37
,,,,,,,,,,D,Josh Manson (11670527),Josh Manson,11670527,D/UTIL,3800,VAN@ANH 11/21/2018 10:00PM ET,ANH,1.83
,,,,,,,,,,RW,James Neal (11669857),James Neal,11669857,W/UTIL,3800,WPG@CGY 11/21/2018 10:00PM ET,CGY,1.95
,,,,,,,,,,RW,Vladislav Namestnikov (11669861),Vladislav Namestnikov,11669861,W/UTIL,3700,NYI@NYR 11/21/2018 07:00PM ET,NYR,1.95
,,,,,,,,,,D,Scott Mayfield (11670531),Scott Mayfield,11670531,D/UTIL,3700,NYI@NYR 11/21/2018 07:00PM ET,NYI,2.74
,,,,,,,,,,D,Justin Schultz (11670533),Justin Schultz,11670533,D/UTIL,3700,DAL@PIT 11/21/2018 07:00PM ET,PIT,2.62
,,,,,,,,,,RW,Jordan Martinook (11669859),Jordan Martinook,11669859,W/UTIL,3700,TOR@CAR 11/21/2018 07:00PM ET,CAR,2.25
,,,,,,,,,,D,Ron Hainsey (11670535),Ron Hainsey,11670535,D/UTIL,3700,TOR@CAR 11/21/2018 07:00PM ET,TOR,2.26
,,,,,,,,,,C,Joakim Nordstrom (11669323),Joakim Nordstrom,11669323,C/UTIL,3700,BOS@DET 11/21/2018 07:30PM ET,BOS,2.10
,,,,,,,,,,LW,Ondrej Palat (11669865),Ondrej Palat,11669865,W/UTIL,3700,FLA@TB 11/21/2018 07:30PM ET,TB,1.83
,,,,,,,,,,C,Nick Bonino (11669325),Nick Bonino,11669325,C/UTIL,3700,STL@NSH 11/21/2018 08:00PM ET,NSH,1.88
,,,,,,,,,,RW,Austin Watson (11669867),Austin Watson,11669867,W/UTIL,3700,STL@NSH 11/21/2018 08:00PM ET,NSH,2.33
,,,,,,,,,,D,Nick Seeler (11670537),Nick Seeler,11670537,D/UTIL,3700,OTT@MIN 11/21/2018 08:00PM ET,MIN,1.74
,,,,,,,,,,D,Kevin Connauton (11670529),Kevin Connauton,11670529,D/UTIL,3700,VGK@ARI 11/21/2018 09:00PM ET,ARI,2.32
,,,,,,,,,,RW,Loui Eriksson (11669863),Loui Eriksson,11669863,W/UTIL,3700,VAN@ANH 11/21/2018 10:00PM ET,VAN,2.06
,,,,,,,,,,D,Jake Muzzin (11670539),Jake Muzzin,11670539,D/UTIL,3700,COL@LA 11/21/2018 10:30PM ET,LA,2.1
,,,,,,,,,,C,Jordan Weal (11669335),Jordan Weal,11669335,C/UTIL,3600,PHI@BUF 11/21/2018 07:30PM ET,PHI,1.36
,,,,,,,,,,C,Jesperi Kotkaniemi (11669327),Jesperi Kotkaniemi,11669327,C/UTIL,3600,MON@NJ 11/21/2018 07:00PM ET,MON,2.40
,,,,,,,,,,C,Pavel Zacha (11669337),Pavel Zacha,11669337,C/UTIL,3600,MON@NJ 11/21/2018 07:00PM ET,NJ,1.36
,,,,,,,,,,C,Brett Howden (11669329),Brett Howden,11669329,C/UTIL,3600,NYI@NYR 11/21/2018 07:00PM ET,NYR,2.35
,,,,,,,,,,LW,Andrew Ladd (11669869),Andrew Ladd,11669869,W/UTIL,3600,NYI@NYR 11/21/2018 07:00PM ET,NYI,2.21
,,,,,,,,,,D,Adam Pelech (11670541),Adam Pelech,11670541,D/UTIL,3600,NYI@NYR 11/21/2018 07:00PM ET,NYI,2.34
,,,,,,,,,,D,Nick Leddy (11670553),Nick Leddy,11670553,D/UTIL,3600,NYI@NYR 11/21/2018 07:00PM ET,NYI,1.37
,,,,,,,,,,D,Olli Maatta (11670549),Olli Maatta,11670549,D/UTIL,3600,DAL@PIT 11/21/2018 07:00PM ET,PIT,2.11
,,,,,,,,,,C,Artem Anisimov (11669333),Artem Anisimov,11669333,C/UTIL,3600,CHI@WAS 11/21/2018 07:00PM ET,CHI,1.93
,,,,,,,,,,D,Michal Kempny (11670547),Michal Kempny,11670547,D/UTIL,3600,CHI@WAS 11/21/2018 07:00PM ET,WAS,2.09
,,,,,,,,,,D,Henri Jokiharju (11670551),Henri Jokiharju,11670551,D/UTIL,3600,CHI@WAS 11/21/2018 07:00PM ET,CHI,2.52
,,,,,,,,,,LW,Tyler Bertuzzi (11669873),Tyler Bertuzzi,11669873,W/UTIL,3600,BOS@DET 11/21/2018 07:30PM ET,DET,2.22
,,,,,,,,,,LW,Robby Fabbri (11669875),Robby Fabbri,11669875,W/UTIL,3600,STL@NSH 11/21/2018 08:00PM ET,STL,1.28
,,,,,,,,,,LW,Richard Panik (11669871),Richard Panik,11669871,W/UTIL,3600,VGK@ARI 11/21/2018 09:00PM ET,ARI,2.31
,,,,,,,,,,C,Adam Henrique (11669331),Adam Henrique,11669331,C/UTIL,3600,VAN@ANH 11/21/2018 10:00PM ET,ANH,2.18
,,,,,,,,,,D,Ben Hutton (11670543),Ben Hutton,11670543,D/UTIL,3600,VAN@ANH 11/21/2018 10:00PM ET,VAN,2.40
,,,,,,,,,,D,Jake Dotchin (11670545),Jake Dotchin,11670545,D/UTIL,3600,VAN@ANH 11/21/2018 10:00PM ET,ANH,0
,,,,,,,,,,D,Noah Juulsen (11670555),Noah Juulsen,11670555,D/UTIL,3500,MON@NJ 11/21/2018 07:00PM ET,MON,2.18
,,,,,,,,,,D,Ben Lovejoy (11670557),Ben Lovejoy,11670557,D/UTIL,3500,MON@NJ 11/21/2018 07:00PM ET,NJ,1.91
,,,,,,,,,,RW,Jesper Fast (11669881),Jesper Fast,11669881,W/UTIL,3500,NYI@NYR 11/21/2018 07:00PM ET,NYR,1.95
,,,,,,,,,,C,Derick Brassard (11669339),Derick Brassard,11669339,C/UTIL,3500,DAL@PIT 11/21/2018 07:00PM ET,PIT,2.35
,,,,,,,,,,LW,Dominik Simon (11669889),Dominik Simon,11669889,W/UTIL,3500,DAL@PIT 11/21/2018 07:00PM ET,PIT,2.10
,,,,,,,,,,LW,Zach Hyman (11669883),Zach Hyman,11669883,W/UTIL,3500,TOR@CAR 11/21/2018 07:00PM ET,TOR,2.43
,,,,,,,,,,C,Darren Helm (11669341),Darren Helm,11669341,C/UTIL,3500,BOS@DET 11/21/2018 07:30PM ET,DET,1.8
,,,,,,,,,,D,Matt Grzelcyk (11670559),Matt Grzelcyk,11670559,D/UTIL,3500,BOS@DET 11/21/2018 07:30PM ET,BOS,1.61
,,,,,,,,,,RW,Kevin Fiala (11669877),Kevin Fiala,11669877,W/UTIL,3500,STL@NSH 11/21/2018 08:00PM ET,NSH,1.98
,,,,,,,,,,RW,Vinnie Hinostroza (11669879),Vinnie Hinostroza,11669879,W/UTIL,3500,VGK@ARI 11/21/2018 09:00PM ET,ARI,2.55
,,,,,,,,,,LW,Michael Frolik (11669885),Michael Frolik,11669885,W/UTIL,3500,WPG@CGY 11/21/2018 10:00PM ET,CGY,2.22
,,,,,,,,,,RW,Colin Wilson (11669887),Colin Wilson,11669887,W/UTIL,3500,COL@LA 11/21/2018 10:30PM ET,COL,2.18
,,,,,,,,,,LW,Tyson Jost (11669891),Tyson Jost,11669891,W/UTIL,3500,COL@LA 11/21/2018 10:30PM ET,COL,1.53
,,,,,,,,,,C,Casey Mittelstadt (11669345),Casey Mittelstadt,11669345,C/UTIL,3400,PHI@BUF 11/21/2018 07:30PM ET,BUF,1.65
,,,,,,,,,,D,Stephen Johns (11670563),Stephen Johns,11670563,D/UTIL,3400,DAL@PIT 11/21/2018 07:00PM ET,DAL,0
,,,,,,,,,,D,Jamie Oleksiak (11670567),Jamie Oleksiak,11670567,D/UTIL,3400,DAL@PIT 11/21/2018 07:00PM ET,PIT,2.32
,,,,,,,,,,D,Connor Carrick (11670569),Connor Carrick,11670569,D/UTIL,3400,DAL@PIT 11/21/2018 07:00PM ET,DAL,2.17
,,,,,,,,,,C,Lucas Wallmark (11669343),Lucas Wallmark,11669343,C/UTIL,3400,TOR@CAR 11/21/2018 07:00PM ET,CAR,1.85
,,,,,,,,,,D,Trevor Daley (11670571),Trevor Daley,11670571,D/UTIL,3400,BOS@DET 11/21/2018 07:30PM ET,DET,2.16
,,,,,,,,,,D,Nick Holden (11670561),Nick Holden,11670561,D/UTIL,3400,VGK@ARI 11/21/2018 09:00PM ET,VGK,2.07
,,,,,,,,,,D,Erik Gudbranson (11670565),Erik Gudbranson,11670565,D/UTIL,3400,VAN@ANH 11/21/2018 10:00PM ET,VAN,1.98
,,,,,,,,,,LW,Scott Wilson (11669901),Scott Wilson,11669901,W/UTIL,3300,PHI@BUF 11/21/2018 07:30PM ET,BUF,0
,,,,,,,,,,C,Brian Boyle (11669347),Brian Boyle,11669347,C/UTIL,3300,MON@NJ 11/21/2018 07:00PM ET,NJ,2.8
,,,,,,,,,,C,Casey Cizikas (11669349),Casey Cizikas,11669349,C/UTIL,3300,NYI@NYR 11/21/2018 07:00PM ET,NYI,2.59
,,,,,,,,,,C,Valtteri Filppula (11669351),Valtteri Filppula,11669351,C/UTIL,3300,NYI@NYR 11/21/2018 07:00PM ET,NYI,2.18
,,,,,,,,,,LW,Anthony Beauvillier (11669893),Anthony Beauvillier,11669893,W/UTIL,3300,NYI@NYR 11/21/2018 07:00PM ET,NYI,2.22
,,,,,,,,,,C,Martin Hanzal (11669353),Martin Hanzal,11669353,C/UTIL,3300,DAL@PIT 11/21/2018 07:00PM ET,DAL,0
,,,,,,,,,,D,Jack Johnson (11670577),Jack Johnson,11670577,D/UTIL,3300,DAL@PIT 11/21/2018 07:00PM ET,PIT,2.29
,,,,,,,,,,LW,Brock McGinn (11669909),Brock McGinn,11669909,W/UTIL,3300,TOR@CAR 11/21/2018 07:00PM ET,CAR,1.68
,,,,,,,,,,D,Calvin de Haan (11670585),Calvin de Haan,11670585,D/UTIL,3300,TOR@CAR 11/21/2018 07:00PM ET,CAR,1.58
,,,,,,,,,,D,Kevan Miller (11670589),Kevan Miller,11670589,D/UTIL,3300,BOS@DET 11/21/2018 07:30PM ET,BOS,1.79
,,,,,,,,,,RW,Mathieu Joseph (11669895),Mathieu Joseph,11669895,W/UTIL,3300,FLA@TB 11/21/2018 07:30PM ET,TB,1.74
,,,,,,,,,,D,Dan Girardi (11670587),Dan Girardi,11670587,D/UTIL,3300,FLA@TB 11/21/2018 07:30PM ET,TB,1.55
,,,,,,,,,,LW,Ryan Hartman (11669905),Ryan Hartman,11669905,W/UTIL,3300,STL@NSH 11/21/2018 08:00PM ET,NSH,2.10
,,,,,,,,,,D,Joel Edmundson (11670581),Joel Edmundson,11670581,D/UTIL,3300,STL@NSH 11/21/2018 08:00PM ET,STL,2.32
,,,,,,,,,,C,Joel Eriksson Ek (11669355),Joel Eriksson Ek,11669355,C/UTIL,3300,OTT@MIN 11/21/2018 08:00PM ET,MIN,1.43
,,,,,,,,,,LW,Jordan Greenway (11669911),Jordan Greenway,11669911,W/UTIL,3300,OTT@MIN 11/21/2018 08:00PM ET,MIN,1.4
,,,,,,,,,,RW,Christian Fischer (11669907),Christian Fischer,11669907,W/UTIL,3300,VGK@ARI 11/21/2018 09:00PM ET,ARI,1.95
,,,,,,,,,,D,Brad Hunt (11670575),Brad Hunt,11670575,D/UTIL,3300,VGK@ARI 11/21/2018 09:00PM ET,VGK,2.89
,,,,,,,,,,D,Nate Schmidt (11670579),Nate Schmidt,11670579,D/UTIL,3300,VGK@ARI 11/21/2018 09:00PM ET,VGK,1
,,,,,,,,,,D,Jordan Oesterle (11670583),Jordan Oesterle,11670583,D/UTIL,3300,VGK@ARI 11/21/2018 09:00PM ET,ARI,1.88
,,,,,,,,,,LW,Max Comtois (11669899),Max Comtois,11669899,W/UTIL,3300,VAN@ANH 11/21/2018 10:00PM ET,ANH,2.2
,,,,,,,,,,RW,Brendan Leipsic (11669903),Brendan Leipsic,11669903,W/UTIL,3300,VAN@ANH 11/21/2018 10:00PM ET,VAN,2.15
,,,,,,,,,,RW,Matt Calvert (11669897),Matt Calvert,11669897,W/UTIL,3300,COL@LA 11/21/2018 10:30PM ET,COL,1.92
,,,,,,,,,,D,Alec Martinez (11670573),Alec Martinez,11670573,D/UTIL,3300,COL@LA 11/21/2018 10:30PM ET,LA,2.28
,,,,,,,,,,C,Scott Laughton (11669359),Scott Laughton,11669359,C/UTIL,3200,PHI@BUF 11/21/2018 07:30PM ET,PHI,1.88
,,,,,,,,,,LW,Marcus Johansson (11669919),Marcus Johansson,11669919,W/UTIL,3200,MON@NJ 11/21/2018 07:00PM ET,NJ,1.67
,,,,,,,,,,D,David Schlemko (11670591),David Schlemko,11670591,D/UTIL,3200,MON@NJ 11/21/2018 07:00PM ET,MON,1.7
,,,,,,,,,,LW,Tom Kuhnhackl (11669913),Tom Kuhnhackl,11669913,W/UTIL,3200,NYI@NYR 11/21/2018 07:00PM ET,NYI,2.06
,,,,,,,,,,D,Thomas Hickey (11670599),Thomas Hickey,11670599,D/UTIL,3200,NYI@NYR 11/21/2018 07:00PM ET,NYI,1.84
,,,,,,,,,,D,Adam McQuaid (11670601),Adam McQuaid,11670601,D/UTIL,3200,NYI@NYR 11/21/2018 07:00PM ET,NYR,1.56
,,,,,,,,,,C,David Kampf (11669363),David Kampf,11669363,C/UTIL,3200,CHI@WAS 11/21/2018 07:00PM ET,CHI,1.47
,,,,,,,,,,RW,Dominik Kahun (11669921),Dominik Kahun,11669921,W/UTIL,3200,CHI@WAS 11/21/2018 07:00PM ET,CHI,2
,,,,,,,,,,LW,Tyler Ennis (11669917),Tyler Ennis,11669917,W/UTIL,3200,TOR@CAR 11/21/2018 07:00PM ET,TOR,1.86
,,,,,,,,,,C,Luke Glendening (11669361),Luke Glendening,11669361,C/UTIL,3200,BOS@DET 11/21/2018 07:30PM ET,DET,1.98
,,,,,,,,,,D,Zdeno Chara (11670597),Zdeno Chara,11670597,D/UTIL,3200,BOS@DET 11/21/2018 07:30PM ET,BOS,2.08
,,,,,,,,,,D,Nate Prosser (11670593),Nate Prosser,11670593,D/UTIL,3200,OTT@MIN 11/21/2018 08:00PM ET,MIN,0
,,,,,,,,,,D,Dylan DeMelo (11670603),Dylan DeMelo,11670603,D/UTIL,3200,OTT@MIN 11/21/2018 08:00PM ET,OTT,2.19
,,,,,,,,,,LW,Nick Ritchie (11669915),Nick Ritchie,11669915,W/UTIL,3200,VAN@ANH 11/21/2018 10:00PM ET,ANH,1.79
,,,,,,,,,,D,Alex Biega (11670595),Alex Biega,11670595,D/UTIL,3200,VAN@ANH 11/21/2018 10:00PM ET,VAN,2.5
,,,,,,,,,,RW,Sam Bennett (11669923),Sam Bennett,11669923,W/UTIL,3200,WPG@CGY 11/21/2018 10:00PM ET,CGY,1.76
,,,,,,,,,,D,Tyler Myers (11670605),Tyler Myers,11670605,D/UTIL,3200,WPG@CGY 11/21/2018 10:00PM ET,WPG,2.03
,,,,,,,,,,D,Andrew MacDonald (11670607),Andrew MacDonald,11670607,D/UTIL,3100,PHI@BUF 11/21/2018 07:30PM ET,PHI,1.62
,,,,,,,,,,LW,Ross Johnston (11669931),Ross Johnston,11669931,W/UTIL,3100,NYI@NYR 11/21/2018 07:00PM ET,NYI,1.25
,,,,,,,,,,D,Fredrik Claesson (11670609),Fredrik Claesson,11670609,D/UTIL,3100,NYI@NYR 11/21/2018 07:00PM ET,NYR,1.83
,,,,,,,,,,LW,Roope Hintz (11669937),Roope Hintz,11669937,W/UTIL,3100,DAL@PIT 11/21/2018 07:00PM ET,DAL,1.79
,,,,,,,,,,D,Brian Dumoulin (11670615),Brian Dumoulin,11670615,D/UTIL,3100,DAL@PIT 11/21/2018 07:00PM ET,PIT,2.05
,,,,,,,,,,D,Brooks Orpik (11670613),Brooks Orpik,11670613,D/UTIL,3100,CHI@WAS 11/21/2018 07:00PM ET,WAS,1.6
,,,,,,,,,,D,Connor Murphy (11670619),Connor Murphy,11670619,D/UTIL,3100,CHI@WAS 11/21/2018 07:00PM ET,CHI,0
,,,,,,,,,,C,Par Lindholm (11669357),Par Lindholm,11669357,C/UTIL,3100,TOR@CAR 11/21/2018 07:00PM ET,TOR,1.76
,,,,,,,,,,LW,Andreas Johnsson (11669941),Andreas Johnsson,11669941,W/UTIL,3100,TOR@CAR 11/21/2018 07:00PM ET,TOR,1.44
,,,,,,,,,,D,Haydn Fleury (11670617),Haydn Fleury,11670617,D/UTIL,3100,TOR@CAR 11/21/2018 07:00PM ET,CAR,1
,,,,,,,,,,LW,Justin Abdelkader (11669935),Justin Abdelkader,11669935,W/UTIL,3100,BOS@DET 11/21/2018 07:30PM ET,DET,1.62
,,,,,,,,,,LW,Danton Heinen (11669943),Danton Heinen,11669943,W/UTIL,3100,BOS@DET 11/21/2018 07:30PM ET,BOS,1.42
,,,,,,,,,,D,Slater Koekkoek (11670611),Slater Koekkoek,11670611,D/UTIL,3100,FLA@TB 11/21/2018 07:30PM ET,TB,1.83
,,,,,,,,,,RW,Oskar Sundqvist (11669927),Oskar Sundqvist,11669927,W/UTIL,3100,STL@NSH 11/21/2018 08:00PM ET,STL,2.18
,,,,,,,,,,C,Eric Fehr (11669365),Eric Fehr,11669365,C/UTIL,3100,OTT@MIN 11/21/2018 08:00PM ET,MIN,1.5
,,,,,,,,,,D,Brayden McNabb (11670621),Brayden McNabb,11670621,D/UTIL,3100,VGK@ARI 11/21/2018 09:00PM ET,VGK,1.5
,,,,,,,,,,C,Brandon Sutter (11669367),Brandon Sutter,11669367,C/UTIL,3100,VAN@ANH 11/21/2018 10:00PM ET,VAN,1.96
,,,,,,,,,,LW,Antoine Roussel (11669933),Antoine Roussel,11669933,W/UTIL,3100,VAN@ANH 11/21/2018 10:00PM ET,VAN,1.87
,,,,,,,,,,LW,Andrew Cogliano (11669939),Andrew Cogliano,11669939,W/UTIL,3100,VAN@ANH 11/21/2018 10:00PM ET,ANH,1.36
,,,,,,,,,,D,Troy Stecher (11670623),Troy Stecher,11670623,D/UTIL,3100,VAN@ANH 11/21/2018 10:00PM ET,VAN,1.76
,,,,,,,,,,RW,Brandon Tanev (11669925),Brandon Tanev,11669925,W/UTIL,3100,WPG@CGY 11/21/2018 10:00PM ET,WPG,1.95
,,,,,,,,,,RW,Sven Andrighetto (11669929),Sven Andrighetto,11669929,W/UTIL,3100,COL@LA 11/21/2018 10:30PM ET,COL,2.31
,,,,,,,,,,D,Dion Phaneuf (11670625),Dion Phaneuf,11670625,D/UTIL,3100,COL@LA 11/21/2018 10:30PM ET,LA,1.58
,,,,,,,,,,LW,Dale Weise (11669953),Dale Weise,11669953,W/UTIL,3000,PHI@BUF 11/21/2018 07:30PM ET,PHI,1.74
,,,,,,,,,,D,Marco Scandella (11670631),Marco Scandella,11670631,D/UTIL,3000,PHI@BUF 11/21/2018 07:30PM ET,BUF,1.76
,,,,,,,,,,D,Nathan Beaulieu (11670635),Nathan Beaulieu,11670635,D/UTIL,3000,PHI@BUF 11/21/2018 07:30PM ET,BUF,1.83
,,,,,,,,,,D,Travis Sanheim (11670647),Travis Sanheim,11670647,D/UTIL,3000,PHI@BUF 11/21/2018 07:30PM ET,PHI,1.55
,,,,,,,,,,LW,Miles Wood (11669945),Miles Wood,11669945,W/UTIL,3000,MON@NJ 11/21/2018 07:00PM ET,NJ,1.82
,,,,,,,,,,D,Jordie Benn (11670637),Jordie Benn,11670637,D/UTIL,3000,MON@NJ 11/21/2018 07:00PM ET,MON,1.74
,,,,,,,,,,C,Radek Faksa (11669375),Radek Faksa,11669375,C/UTIL,3000,DAL@PIT 11/21/2018 07:00PM ET,DAL,1.83
,,,,,,,,,,RW,Valeri Nichushkin (11669961),Valeri Nichushkin,11669961,W/UTIL,3000,DAL@PIT 11/21/2018 07:00PM ET,DAL,1.47
,,,,,,,,,,D,Gavin Bayreuther (11670645),Gavin Bayreuther,11670645,D/UTIL,3000,DAL@PIT 11/21/2018 07:00PM ET,DAL,2.33
,,,,,,,,,,C,Travis Boyd (11669373),Travis Boyd,11669373,C/UTIL,3000,CHI@WAS 11/21/2018 07:00PM ET,WAS,1.71
,,,,,,,,,,RW,Andre Burakovsky (11669959),Andre Burakovsky,11669959,W/UTIL,3000,CHI@WAS 11/21/2018 07:00PM ET,WAS,1.28
,,,,,,,,,,D,Jan Rutta (11670639),Jan Rutta,11670639,D/UTIL,3000,CHI@WAS 11/21/2018 07:00PM ET,CHI,1.78
,,,,,,,,,,RW,Connor Brown (11669955),Connor Brown,11669955,W/UTIL,3000,TOR@CAR 11/21/2018 07:00PM ET,TOR,1.69
,,,,,,,,,,D,Trevor van Riemsdyk (11670629),Trevor van Riemsdyk,11670629,D/UTIL,3000,TOR@CAR 11/21/2018 07:00PM ET,CAR,1.71
,,,,,,,,,,RW,Michael Rasmussen (11669957),Michael Rasmussen,11669957,W/UTIL,3000,BOS@DET 11/21/2018 07:30PM ET,DET,1.81
,,,,,,,,,,D,Nick Jensen (11670627),Nick Jensen,11670627,D/UTIL,3000,BOS@DET 11/21/2018 07:30PM ET,DET,2.05
,,,,,,,,,,D,Jeremy Lauzon (11670649),Jeremy Lauzon,11670649,D/UTIL,3000,BOS@DET 11/21/2018 07:30PM ET,BOS,1.31
,,,,,,,,,,C,Danick Martel (11669377),Danick Martel,11669377,C/UTIL,3000,FLA@TB 11/21/2018 07:30PM ET,TB,1.5
,,,,,,,,,,LW,Adam Erne (11669947),Adam Erne,11669947,W/UTIL,3000,FLA@TB 11/21/2018 07:30PM ET,TB,2
,,,,,,,,,,RW,Jamie McGinn (11669949),Jamie McGinn,11669949,W/UTIL,3000,FLA@TB 11/21/2018 07:30PM ET,FLA,0
,,,,,,,,,,D,Alexander Petrovic (11670633),Alexander Petrovic,11670633,D/UTIL,3000,FLA@TB 11/21/2018 07:30PM ET,FLA,1.88
,,,,,,,,,,C,Zack Smith (11669369),Zack Smith,11669369,C/UTIL,3000,OTT@MIN 11/21/2018 08:00PM ET,OTT,2.29
,,,,,,,,,,C,Pierre-Edouard Bellemare (11669371),Pierre-Edouard Bellemare,11669371,C/UTIL,3000,VGK@ARI 11/21/2018 09:00PM ET,VGK,1.75
,,,,,,,,,,C,Nicholas Merkley (11669379),Nicholas Merkley,11669379,C/UTIL,3000,VGK@ARI 11/21/2018 09:00PM ET,ARI,0
,,,,,,,,,,C,Dylan Strome (11669381),Dylan Strome,11669381,C/UTIL,3000,VGK@ARI 11/21/2018 09:00PM ET,ARI,1.79
,,,,,,,,,,RW,Nick Cousins (11669951),Nick Cousins,11669951,W/UTIL,3000,VGK@ARI 11/21/2018 09:00PM ET,ARI,1.98
,,,,,,,,,,D,Michael Del Zotto (11670643),Michael Del Zotto,11670643,D/UTIL,3000,VAN@ANH 11/21/2018 10:00PM ET,VAN,1.5
,,,,,,,,,,D,T.J. Brodie (11670641),T.J. Brodie,11670641,D/UTIL,3000,WPG@CGY 11/21/2018 10:00PM ET,CGY,1.83
,,,,,,,,,,D,Samuel Morin (11670655),Samuel Morin,11670655,D/UTIL,2900,PHI@BUF 11/21/2018 07:30PM ET,PHI,0
,,,,,,,,,,D,Zach Bogosian (11670669),Zach Bogosian,11670669,D/UTIL,2900,PHI@BUF 11/21/2018 07:30PM ET,BUF,2.25
,,,,,,,,,,RW,Stefan Noesen (11669977),Stefan Noesen,11669977,W/UTIL,2900,MON@NJ 11/21/2018 07:00PM ET,NJ,1.53
,,,,,,,,,,D,Xavier Ouellet (11670661),Xavier Ouellet,11670661,D/UTIL,2900,MON@NJ 11/21/2018 07:00PM ET,MON,1.92
,,,,,,,,,,D,Mirco Mueller (11670663),Mirco Mueller,11670663,D/UTIL,2900,MON@NJ 11/21/2018 07:00PM ET,NJ,1.67
,,,,,,,,,,D,Mike Reilly (11670675),Mike Reilly,11670675,D/UTIL,2900,MON@NJ 11/21/2018 07:00PM ET,MON,1.92
,,,,,,,,,,C,Lias Andersson (11669967),Lias Andersson,11669967,C/UTIL,2900,NYI@NYR 11/21/2018 07:00PM ET,NYR,0.64
,,,,,,,,,,D,Marc Staal (11670659),Marc Staal,11670659,D/UTIL,2900,NYI@NYR 11/21/2018 07:00PM ET,NYR,1.64
