C,C,W,W,W,D,D,G,UTIL,,Instructions
,,,,,,,,,,1. Locate the player you want to select in the list below 
,,,,,,,,,,2. Copy the ID of your player (you can use the Name + ID column or the ID column) 
,,,,,,,,,,3. Paste the ID into the roster position desired 
,,,,,,,,,,4. You must include an ID for each player; you cannot use just the player's name 
,,,,,,,,,,5. You can create up to 500 lineups per file 
 
,,,,,,,,,,Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
,,,,,,,,,,D,Nikita Zadorov (11670809),Nikita Zadorov,11670809,D/UTIL,2600,COL@LA 11/21/2018 10:30PM ET,COL,1.32
,,,,,,,,,,C,Jori Lehtera (11669471),Jori Lehtera,11669471,C/UTIL,2500,PHI@BUF 11/21/2018 07:30PM ET,PHI,0.89
,,,,,,,,,,C,Evan Rodrigues (11669475),Evan Rodrigues,11669475,C/UTIL,2500,PHI@BUF 11/21/2018 07:30PM ET,BUF,2.13
,,,,,,,,,,C,Mikhail Vorobyev (11669549),Mikhail Vorobyev,11669549,C/UTIL,2500,PHI@BUF 11/21/2018 07:30PM ET,PHI,1.29
,,,,,,,,,,C,Cole Bardreau (11669553),Cole Bardreau,11669553,C/UTIL,2500,PHI@BUF 11/21/2018 07:30PM ET,PHI,0
,,,,,,,,,,C,Mike Vecchione (11669555),Mike Vecchione,11669555,C/UTIL,2500,PHI@BUF 11/21/2018 07:30PM ET,PHI,0
,,,,,,,,,,C,Greg Carey (11669557),Greg Carey,11669557,C/UTIL,2500,PHI@BUF 11/21/2018 07:30PM ET,PHI,0
,,,,,,,,,,C,Kevin Porter (11669577),Kevin Porter,11669577,C/UTIL,2500,PHI@BUF 11/21/2018 07:30PM ET,BUF,0
,,,,,,,,,,C,Danny O'Regan (11669587),Danny O'Regan,11669587,C/UTIL,2500,PHI@BUF 11/21/2018 07:30PM ET,BUF,0
,,,,,,,,,,LW,Zemgus Girgensons (11670107),Zemgus Girgensons,11670107,W/UTIL,2500,PHI@BUF 11/21/2018 07:30PM ET,BUF,1.5
,,,,,,,,,,LW,Remi Elie (11670149),Remi Elie,11670149,W/UTIL,2500,PHI@BUF 11/21/2018 07:30PM ET,BUF,0.25
,,,,,,,,,,RW,Nicolas Aube-Kubel (11670153),Nicolas Aube-Kubel,11670153,W/UTIL,2500,PHI@BUF 11/21/2018 07:30PM ET,PHI,0.11
,,,,,,,,,,LW,Alexander Nylander (11670175),Alexander Nylander,11670175,W/UTIL,2500,PHI@BUF 11/21/2018 07:30PM ET,BUF,0
,,,,,,,,,,RW,Justin Bailey (11670199),Justin Bailey,11670199,W/UTIL,2500,PHI@BUF 11/21/2018 07:30PM ET,BUF,0
,,,,,,,,,,LW,Taylor Leier (11670231),Taylor Leier,11670231,W/UTIL,2500,PHI@BUF 11/21/2018 07:30PM ET,PHI,0
,,,,,,,,,,LW,Tyrell Goulbourne (11670251),Tyrell Goulbourne,11670251,W/UTIL,2500,PHI@BUF 11/21/2018 07:30PM ET,PHI,0
,,,,,,,,,,RW,David Kase (11670295),David Kase,11670295,W/UTIL,2500,PHI@BUF 11/21/2018 07:30PM ET,PHI,0
,,,,,,,,,,LW,C.J. Smith (11670321),C.J. Smith,11670321,W/UTIL,2500,PHI@BUF 11/21/2018 07:30PM ET,BUF,0
,,,,,,,,,,LW,Matt Moulson (11670351),Matt Moulson,11670351,W/UTIL,2500,PHI@BUF 11/21/2018 07:30PM ET,BUF,0
,,,,,,,,,,D,Brendan Guhle (11670839),Brendan Guhle,11670839,D/UTIL,2500,PHI@BUF 11/21/2018 07:30PM ET,BUF,0
,,,,,,,,,,D,Matt Tennyson (11670855),Matt Tennyson,11670855,D/UTIL,2500,PHI@BUF 11/21/2018 07:30PM ET,BUF,0
,,,,,,,,,,D,T.J. Brennan (11670899),T.J. Brennan,11670899,D/UTIL,2500,PHI@BUF 11/21/2018 07:30PM ET,PHI,0
,,,,,,,,,,D,Lawrence Pilut (11670927),Lawrence Pilut,11670927,D/UTIL,2500,PHI@BUF 11/21/2018 07:30PM ET,BUF,0
,,,,,,,,,,D,Brandon Hickey (11670929),Brandon Hickey,11670929,D/UTIL,2500,PHI@BUF 11/21/2018 07:30PM ET,BUF,0
,,,,,,,,,,C,Brett Seney (11669455),Brett Seney,11669455,C/UTIL,2500,MON@NJ 11/21/2018 07:00PM ET,NJ,1.22
,,,,,,,,,,C,Matthew Peca (11669459),Matthew Peca,11669459,C/UTIL,2500,MON@NJ 11/21/2018 07:00PM ET,MON,1.32
,,,,,,,,,,C,Tomas Plekanec (11669481),Tomas Plekanec,11669481,C/UTIL,2500,MON@NJ 11/21/2018 07:00PM ET,MON,2.5
,,,,,,,,,,C,Jean-Sebastien Dea (11669501),Jean-Sebastien Dea,11669501,C/UTIL,2500,MON@NJ 11/21/2018 07:00PM ET,NJ,1.82
,,,,,,,,,,C,Michael McCarron (11669503),Michael McCarron,11669503,C/UTIL,2500,MON@NJ 11/21/2018 07:00PM ET,MON,0
,,,,,,,,,,C,Nick Suzuki (11669511),Nick Suzuki,11669511,C/UTIL,2500,MON@NJ 11/21/2018 07:00PM ET,MON,0
,,,,,,,,,,C,John Quenneville (11669517),John Quenneville,11669517,C/UTIL,2500,MON@NJ 11/21/2018 07:00PM ET,NJ,0.6
,,,,,,,,,,C,Byron Froese (11669531),Byron Froese,11669531,C/UTIL,2500,MON@NJ 11/21/2018 07:00PM ET,MON,0
,,,,,,,,,,C,Kevin Rooney (11669545),Kevin Rooney,11669545,C/UTIL,2500,MON@NJ 11/21/2018 07:00PM ET,NJ,0.25
,,,,,,,,,,C,Michael McLeod (11669547),Michael McLeod,11669547,C/UTIL,2500,MON@NJ 11/21/2018 07:00PM ET,NJ,0
,,,,,,,,,,RW,Charles Hudon (11670105),Charles Hudon,11670105,W/UTIL,2500,MON@NJ 11/21/2018 07:00PM ET,MON,1.53
,,,,,,,,,,LW,Nicolas Deslauriers (11670127),Nicolas Deslauriers,11670127,W/UTIL,2500,MON@NJ 11/21/2018 07:00PM ET,MON,1.27
,,,,,,,,,,RW,Nikita Scherbak (11670131),Nikita Scherbak,11670131,W/UTIL,2500,MON@NJ 11/21/2018 07:00PM ET,MON,0
,,,,,,,,,,LW,Blake Pietila (11670183),Blake Pietila,11670183,W/UTIL,2500,MON@NJ 11/21/2018 07:00PM ET,NJ,0
,,,,,,,,,,LW,Eric Tangradi (11670263),Eric Tangradi,11670263,W/UTIL,2500,MON@NJ 11/21/2018 07:00PM ET,NJ,0
,,,,,,,,,,RW,Marian Studenic (11670265),Marian Studenic,11670265,W/UTIL,2500,MON@NJ 11/21/2018 07:00PM ET,NJ,0
,,,,,,,,,,RW,Nick Lappin (11670267),Nick Lappin,11670267,W/UTIL,2500,MON@NJ 11/21/2018 07:00PM ET,NJ,0
,,,,,,,,,,RW,Kurtis Gabriel (11670281),Kurtis Gabriel,11670281,W/UTIL,2500,MON@NJ 11/21/2018 07:00PM ET,NJ,0
,,,,,,,,,,D,Egor Yakovlev (11670815),Egor Yakovlev,11670815,D/UTIL,2500,MON@NJ 11/21/2018 07:00PM ET,NJ,0.67
,,,,,,,,,,D,Brett Kulak (11670887),Brett Kulak,11670887,D/UTIL,2500,MON@NJ 11/21/2018 07:00PM ET,MON,0
,,,,,,,,,,D,Michael Kapla (11670889),Michael Kapla,11670889,D/UTIL,2500,MON@NJ 11/21/2018 07:00PM ET,NJ,0
,,,,,,,,,,D,Gustav Olofsson (11670897),Gustav Olofsson,11670897,D/UTIL,2500,MON@NJ 11/21/2018 07:00PM ET,MON,0
,,,,,,,,,,C,Tanner Fritz (11669493),Tanner Fritz,11669493,C/UTIL,2500,NYI@NYR 11/21/2018 07:00PM ET,NYI,2.25
,,,,,,,,,,C,Peter Holland (11669499),Peter Holland,11669499,C/UTIL,2500,NYI@NYR 11/21/2018 07:00PM ET,NYR,0
,,,,,,,,,,C,Boo Nieves (11669509),Boo Nieves,11669509,C/UTIL,2500,NYI@NYR 11/21/2018 07:00PM ET,NYR,0
,,,,,,,,,,C,Ville Meskanen (11669539),Ville Meskanen,11669539,C/UTIL,2500,NYI@NYR 11/21/2018 07:00PM ET,NYR,0
,,,,,,,,,,C,Michael Lindqvist (11669541),Michael Lindqvist,11669541,C/UTIL,2500,NYI@NYR 11/21/2018 07:00PM ET,NYR,0
,,,,,,,,,,RW,Cal Clutterbuck (11670123),Cal Clutterbuck,11670123,W/UTIL,2500,NYI@NYR 11/21/2018 07:00PM ET,NYI,1.29
,,,,,,,,,,LW,Michael Dal Colle (11670165),Michael Dal Colle,11670165,W/UTIL,2500,NYI@NYR 11/21/2018 07:00PM ET,NYI,0.5
,,,,,,,,,,LW,Matt Beleskey (11670185),Matt Beleskey,11670185,W/UTIL,2500,NYI@NYR 11/21/2018 07:00PM ET,NYR,0
,,,,,,,,,,RW,Vinni Lettieri (11670191),Vinni Lettieri,11670191,W/UTIL,2500,NYI@NYR 11/21/2018 07:00PM ET,NYR,0.93
,,,,,,,,,,RW,Joshua Ho-Sang (11670197),Joshua Ho-Sang,11670197,W/UTIL,2500,NYI@NYR 11/21/2018 07:00PM ET,NYI,0
,,,,,,,,,,RW,Travis St. Denis (11670269),Travis St. Denis,11670269,W/UTIL,2500,NYI@NYR 11/21/2018 07:00PM ET,NYI,0
,,,,,,,,,,LW,Kieffer Bellows (11670271),Kieffer Bellows,11670271,W/UTIL,2500,NYI@NYR 11/21/2018 07:00PM ET,NYI,0
,,,,,,,,,,RW,Steve Bernier (11670361),Steve Bernier,11670361,W/UTIL,2500,NYI@NYR 11/21/2018 07:00PM ET,NYI,0
,,,,,,,,,,D,John Gilmour (11670831),John Gilmour,11670831,D/UTIL,2500,NYI@NYR 11/21/2018 07:00PM ET,NYR,0
,,,,,,,,,,D,Rob O'Gara (11670837),Rob O'Gara,11670837,D/UTIL,2500,NYI@NYR 11/21/2018 07:00PM ET,NYR,0
,,,,,,,,,,D,Sebastian Aho (11670845),Sebastian Aho,11670845,D/UTIL,2500,NYI@NYR 11/21/2018 07:00PM ET,NYI,0
,,,,,,,,,,D,Yannick Rathgeb (11670891),Yannick Rathgeb,11670891,D/UTIL,2500,NYI@NYR 11/21/2018 07:00PM ET,NYI,0
,,,,,,,,,,D,Devon Toews (11670893),Devon Toews,11670893,D/UTIL,2500,NYI@NYR 11/21/2018 07:00PM ET,NYI,0
,,,,,,,,,,C,Linus Olund (11669595),Linus Olund,11669595,C/UTIL,2500,DAL@PIT 11/21/2018 07:00PM ET,PIT,0
,,,,,,,,,,C,Teddy Blueger (11669597),Teddy Blueger,11669597,C/UTIL,2500,DAL@PIT 11/21/2018 07:00PM ET,PIT,0
,,,,,,,,,,C,Justin Dowling (11669605),Justin Dowling,11669605,C/UTIL,2500,DAL@PIT 11/21/2018 07:00PM ET,DAL,1
,,,,,,,,,,RW,Ben Gleason (11670143),Ben Gleason,11670143,W/UTIL,2500,DAL@PIT 11/21/2018 07:00PM ET,DAL,1
,,,,,,,,,,RW,Jimmy Hayes (11670241),Jimmy Hayes,11670241,W/UTIL,2500,DAL@PIT 11/21/2018 07:00PM ET,PIT,0
,,,,,,,,,,RW,Denis Gurianov (11670275),Denis Gurianov,11670275,W/UTIL,2500,DAL@PIT 11/21/2018 07:00PM ET,DAL,2
,,,,,,,,,,RW,Erik Condra (11670323),Erik Condra,11670323,W/UTIL,2500,DAL@PIT 11/21/2018 07:00PM ET,DAL,0
,,,,,,,,,,RW,Tobias Lindberg (11670335),Tobias Lindberg,11670335,W/UTIL,2500,DAL@PIT 11/21/2018 07:00PM ET,PIT,0
,,,,,,,,,,LW,Garrett Wilson (11670349),Garrett Wilson,11670349,W/UTIL,2500,DAL@PIT 11/21/2018 07:00PM ET,PIT,0.5
,,,,,,,,,,D,Zach Trotman (11670883),Zach Trotman,11670883,D/UTIL,2500,DAL@PIT 11/21/2018 07:00PM ET,PIT,0
,,,,,,,,,,D,Dillon Heatherington (11670885),Dillon Heatherington,11670885,D/UTIL,2500,DAL@PIT 11/21/2018 07:00PM ET,DAL,1.1
,,,,,,,,,,D,Taylor Fedun (11670903),Taylor Fedun,11670903,D/UTIL,2500,DAL@PIT 11/21/2018 07:00PM ET,DAL,0
,,,,,,,,,,C,Marcus Kruger (11669461),Marcus Kruger,11669461,C/UTIL,2500,CHI@WAS 11/21/2018 07:00PM ET,CHI,1.11
,,,,,,,,,,C,Nic Dowd (11669463),Nic Dowd,11669463,C/UTIL,2500,CHI@WAS 11/21/2018 07:00PM ET,WAS,0.94
,,,,,,,,,,C,Shane Gersich (11669485),Shane Gersich,11669485,C/UTIL,2500,CHI@WAS 11/21/2018 07:00PM ET,WAS,0
,,,,,,,,,,C,Jayson Megna (11669489),Jayson Megna,11669489,C/UTIL,2500,CHI@WAS 11/21/2018 07:00PM ET,WAS,0
,,,,,,,,,,C,Victor Ejdsell (11669491),Victor Ejdsell,11669491,C/UTIL,2500,CHI@WAS 11/21/2018 07:00PM ET,CHI,0
,,,,,,,,,,C,Jordan Schroeder (11669521),Jordan Schroeder,11669521,C/UTIL,2500,CHI@WAS 11/21/2018 07:00PM ET,CHI,0
,,,,,,,,,,C,Tyler Sikura (11669589),Tyler Sikura,11669589,C/UTIL,2500,CHI@WAS 11/21/2018 07:00PM ET,CHI,0
,,,,,,,,,,C,Jacob Nilsson (11669591),Jacob Nilsson,11669591,C/UTIL,2500,CHI@WAS 11/21/2018 07:00PM ET,CHI,0
,,,,,,,,,,C,Liam O'Brien (11669609),Liam O'Brien,11669609,C/UTIL,2500,CHI@WAS 11/21/2018 07:00PM ET,WAS,0
,,,,,,,,,,LW,Dmitrij Jaskin (11670115),Dmitrij Jaskin,11670115,W/UTIL,2500,CHI@WAS 11/21/2018 07:00PM ET,WAS,0.86
,,,,,,,,,,LW,Marian Hossa (11670141),Marian Hossa,11670141,W/UTIL,2500,CHI@WAS 11/21/2018 07:00PM ET,CHI,0
,,,,,,,,,,RW,Andreas Martinsen (11670161),Andreas Martinsen,11670161,W/UTIL,2500,CHI@WAS 11/21/2018 07:00PM ET,CHI,0.85
,,,,,,,,,,LW,Chris Kunitz (11670163),Chris Kunitz,11670163,W/UTIL,2500,CHI@WAS 11/21/2018 07:00PM ET,CHI,0.79
,,,,,,,,,,RW,Sergei Shumakov (11670177),Sergei Shumakov,11670177,W/UTIL,2500,CHI@WAS 11/21/2018 07:00PM ET,WAS,0
,,,,,,,,,,RW,Dylan Sikura (11670201),Dylan Sikura,11670201,W/UTIL,2500,CHI@WAS 11/21/2018 07:00PM ET,CHI,0
,,,,,,,,,,RW,Matthew Highmore (11670209),Matthew Highmore,11670209,W/UTIL,2500,CHI@WAS 11/21/2018 07:00PM ET,CHI,0
,,,,,,,,,,LW,Nathan Walker (11670217),Nathan Walker,11670217,W/UTIL,2500,CHI@WAS 11/21/2018 07:00PM ET,WAS,1
,,,,,,,,,,RW,Riley Barber (11670255),Riley Barber,11670255,W/UTIL,2500,CHI@WAS 11/21/2018 07:00PM ET,WAS,0
,,,,,,,,,,RW,Juuso Ikonen (11670257),Juuso Ikonen,11670257,W/UTIL,2500,CHI@WAS 11/21/2018 07:00PM ET,WAS,0
,,,,,,,,,,RW,Matheson Iacopelli (11670327),Matheson Iacopelli,11670327,W/UTIL,2500,CHI@WAS 11/21/2018 07:00PM ET,CHI,0
,,,,,,,,,,D,Brandon Manning (11670821),Brandon Manning,11670821,D/UTIL,2500,CHI@WAS 11/21/2018 07:00PM ET,CHI,1.22
,,,,,,,,,,D,Blake Hillman (11670841),Blake Hillman,11670841,D/UTIL,2500,CHI@WAS 11/21/2018 07:00PM ET,CHI,0
,,,,,,,,,,D,Aaron Ness (11670875),Aaron Ness,11670875,D/UTIL,2500,CHI@WAS 11/21/2018 07:00PM ET,WAS,0
,,,,,,,,,,D,Carl Dahlstrom (11670877),Carl Dahlstrom,11670877,D/UTIL,2500,CHI@WAS 11/21/2018 07:00PM ET,CHI,0
,,,,,,,,,,D,Lucas Johansen (11670881),Lucas Johansen,11670881,D/UTIL,2500,CHI@WAS 11/21/2018 07:00PM ET,WAS,0
,,,,,,,,,,C,Clark Bishop (11669465),Clark Bishop,11669465,C/UTIL,2500,TOR@CAR 11/21/2018 07:00PM ET,CAR,0.57
,,,,,,,,,,C,Martin Necas (11669483),Martin Necas,11669483,C/UTIL,2500,TOR@CAR 11/21/2018 07:00PM ET,CAR,1.29
,,,,,,,,,,C,Greg McKegg (11669519),Greg McKegg,11669519,C/UTIL,2500,TOR@CAR 11/21/2018 07:00PM ET,CAR,0
,,,,,,,,,,C,Semyon Der-Arguchintsev (11669551),Semyon Der-Arguchintsev,11669551,C/UTIL,2500,TOR@CAR 11/21/2018 07:00PM ET,TOR,0
,,,,,,,,,,C,Patrick Brown (11669573),Patrick Brown,11669573,C/UTIL,2500,TOR@CAR 11/21/2018 07:00PM ET,CAR,0
,,,,,,,,,,C,Nicolas Roy (11669617),Nicolas Roy,11669617,C/UTIL,2500,TOR@CAR 11/21/2018 07:00PM ET,CAR,0.17
,,,,,,,,,,RW,Josh Jooris (11670171),Josh Jooris,11670171,W/UTIL,2500,TOR@CAR 11/21/2018 07:00PM ET,TOR,0
,,,,,,,,,,RW,Janne Kuokkanen (11670233),Janne Kuokkanen,11670233,W/UTIL,2500,TOR@CAR 11/21/2018 07:00PM ET,CAR,0
,,,,,,,,,,LW,Pierre Engvall (11670287),Pierre Engvall,11670287,W/UTIL,2500,TOR@CAR 11/21/2018 07:00PM ET,TOR,0
,,,,,,,,,,LW,Trevor Moore (11670289),Trevor Moore,11670289,W/UTIL,2500,TOR@CAR 11/21/2018 07:00PM ET,TOR,0
,,,,,,,,,,RW,Carl Grundstrom (11670291),Carl Grundstrom,11670291,W/UTIL,2500,TOR@CAR 11/21/2018 07:00PM ET,TOR,0
,,,,,,,,,,RW,Jeremy Bracco (11670293),Jeremy Bracco,11670293,W/UTIL,2500,TOR@CAR 11/21/2018 07:00PM ET,TOR,0
,,,,,,,,,,RW,Saku Maenalanen (11670315),Saku Maenalanen,11670315,W/UTIL,2500,TOR@CAR 11/21/2018 07:00PM ET,CAR,0
,,,,,,,,,,RW,Julien Gauthier (11670317),Julien Gauthier,11670317,W/UTIL,2500,TOR@CAR 11/21/2018 07:00PM ET,CAR,0
,,,,,,,,,,D,Calle Rosen (11670835),Calle Rosen,11670835,D/UTIL,2500,TOR@CAR 11/21/2018 07:00PM ET,TOR,0
,,,,,,,,,,D,Andreas Borgman (11670863),Andreas Borgman,11670863,D/UTIL,2500,TOR@CAR 11/21/2018 07:00PM ET,TOR,0
,,,,,,,,,,D,Trevor Carrick (11670901),Trevor Carrick,11670901,D/UTIL,2500,TOR@CAR 11/21/2018 07:00PM ET,CAR,0
,,,,,,,,,,D,Roland McKeown (11670905),Roland McKeown,11670905,D/UTIL,2500,TOR@CAR 11/21/2018 07:00PM ET,CAR,0
,,,,,,,,,,D,Michael Fora (11670919),Michael Fora,11670919,D/UTIL,2500,TOR@CAR 11/21/2018 07:00PM ET,CAR,0
,,,,,,,,,,D,Michal Cajkovsky (11670921),Michal Cajkovsky,11670921,D/UTIL,2500,TOR@CAR 11/21/2018 07:00PM ET,CAR,0
,,,,,,,,,,C,Jacob de la Rose (11669451),Jacob de la Rose,11669451,C/UTIL,2500,BOS@DET 11/21/2018 07:30PM ET,DET,1.31
,,,,,,,,,,C,Trent Frederic (11669477),Trent Frederic,11669477,C/UTIL,2500,BOS@DET 11/21/2018 07:30PM ET,BOS,0
,,,,,,,,,,C,Colby Cave (11669487),Colby Cave,11669487,C/UTIL,2500,BOS@DET 11/21/2018 07:30PM ET,BOS,0
,,,,,,,,,,C,Dominic Turgeon (11669527),Dominic Turgeon,11669527,C/UTIL,2500,BOS@DET 11/21/2018 07:30PM ET,DET,0
,,,,,,,,,,C,Jack Studnicka (11669559),Jack Studnicka,11669559,C/UTIL,2500,BOS@DET 11/21/2018 07:30PM ET,BOS,0
,,,,,,,,,,C,Martin Bakos (11669561),Martin Bakos,11669561,C/UTIL,2500,BOS@DET 11/21/2018 07:30PM ET,BOS,0
,,,,,,,,,,C,Christoffer Ehn (11669615),Christoffer Ehn,11669615,C/UTIL,2500,BOS@DET 11/21/2018 07:30PM ET,DET,0.75
,,,,,,,,,,LW,Martin Frk (11670121),Martin Frk,11670121,W/UTIL,2500,BOS@DET 11/21/2018 07:30PM ET,DET,1.09
,,,,,,,,,,LW,Chris Wagner (11670129),Chris Wagner,11670129,W/UTIL,2500,BOS@DET 11/21/2018 07:30PM ET,BOS,1.25
,,,,,,,,,,RW,David Backes (11670135),David Backes,11670135,W/UTIL,2500,BOS@DET 11/21/2018 07:30PM ET,BOS,1.07
,,,,,,,,,,LW,Filip Zadina (11670179),Filip Zadina,11670179,W/UTIL,2500,BOS@DET 11/21/2018 07:30PM ET,DET,0
,,,,,,,,,,RW,Lee Stempniak (11670189),Lee Stempniak,11670189,W/UTIL,2500,BOS@DET 11/21/2018 07:30PM ET,BOS,0
,,,,,,,,,,LW,Ryan Donato (11670207),Ryan Donato,11670207,W/UTIL,2500,BOS@DET 11/21/2018 07:30PM ET,BOS,1
,,,,,,,,,,RW,Zach Senyshyn (11670211),Zach Senyshyn,11670211,W/UTIL,2500,BOS@DET 11/21/2018 07:30PM ET,BOS,0
,,,,,,,,,,LW,Matt Puempel (11670219),Matt Puempel,11670219,W/UTIL,2500,BOS@DET 11/21/2018 07:30PM ET,DET,0
,,,,,,,,,,LW,Peter Cehlarik (11670243),Peter Cehlarik,11670243,W/UTIL,2500,BOS@DET 11/21/2018 07:30PM ET,BOS,0
,,,,,,,,,,LW,Anton Blidh (11670245),Anton Blidh,11670245,W/UTIL,2500,BOS@DET 11/21/2018 07:30PM ET,BOS,0
,,,,,,,,,,RW,Jordan Szwarz (11670247),Jordan Szwarz,11670247,W/UTIL,2500,BOS@DET 11/21/2018 07:30PM ET,BOS,0
,,,,,,,,,,RW,Givani Smith (11670339),Givani Smith,11670339,W/UTIL,2500,BOS@DET 11/21/2018 07:30PM ET,DET,0
,,,,,,,,,,LW,Chris Terry (11670341),Chris Terry,11670341,W/UTIL,2500,BOS@DET 11/21/2018 07:30PM ET,DET,0
,,,,,,,,,,LW,David Pope (11670343),David Pope,11670343,W/UTIL,2500,BOS@DET 11/21/2018 07:30PM ET,DET,0
,,,,,,,,,,D,Jakub Zboril (11670819),Jakub Zboril,11670819,D/UTIL,2500,BOS@DET 11/21/2018 07:30PM ET,BOS,0.25
,,,,,,,,,,D,Steven Kampfer (11670823),Steven Kampfer,11670823,D/UTIL,2500,BOS@DET 11/21/2018 07:30PM ET,BOS,1
,,,,,,,,,,D,Connor Clifton (11670827),Connor Clifton,11670827,D/UTIL,2500,BOS@DET 11/21/2018 07:30PM ET,BOS,0.25
,,,,,,,,,,D,Filip Hronek (11670853),Filip Hronek,11670853,D/UTIL,2500,BOS@DET 11/21/2018 07:30PM ET,DET,2.5
,,,,,,,,,,D,Joe Hicketts (11670871),Joe Hicketts,11670871,D/UTIL,2500,BOS@DET 11/21/2018 07:30PM ET,DET,1.38
,,,,,,,,,,D,Dylan McIlrath (11670945),Dylan McIlrath,11670945,D/UTIL,2500,BOS@DET 11/21/2018 07:30PM ET,DET,0
,,,,,,,,,,D,Libor Sulak (11670953),Libor Sulak,11670953,D/UTIL,2500,BOS@DET 11/21/2018 07:30PM ET,DET,1
,,,,,,,,,,D,Brian Lashoff (11670961),Brian Lashoff,11670961,D/UTIL,2500,BOS@DET 11/21/2018 07:30PM ET,DET,0
,,,,,,,,,,C,Juho Lammikko (11669469),Juho Lammikko,11669469,C/UTIL,2500,FLA@TB 11/21/2018 07:30PM ET,FLA,1.35
,,,,,,,,,,C,Henrik Borgstrom (11669513),Henrik Borgstrom,11669513,C/UTIL,2500,FLA@TB 11/21/2018 07:30PM ET,FLA,0
,,,,,,,,,,C,Maxim Mamin (11669525),Maxim Mamin,11669525,C/UTIL,2500,FLA@TB 11/21/2018 07:30PM ET,FLA,0.64
,,,,,,,,,,C,Gabriel Dumont (11669529),Gabriel Dumont,11669529,C/UTIL,2500,FLA@TB 11/21/2018 07:30PM ET,TB,0
,,,,,,,,,,C,Mitchell Stephens (11669569),Mitchell Stephens,11669569,C/UTIL,2500,FLA@TB 11/21/2018 07:30PM ET,TB,0
,,,,,,,,,,RW,Troy Brouwer (11670109),Troy Brouwer,11670109,W/UTIL,2500,FLA@TB 11/21/2018 07:30PM ET,FLA,1.53
,,,,,,,,,,RW,Ryan Callahan (11670117),Ryan Callahan,11670117,W/UTIL,2500,FLA@TB 11/21/2018 07:30PM ET,TB,1.44
,,,,,,,,,,RW,Owen Tippett (11670169),Owen Tippett,11670169,W/UTIL,2500,FLA@TB 11/21/2018 07:30PM ET,FLA,0
,,,,,,,,,,RW,Denis Malgin (11670203),Denis Malgin,11670203,W/UTIL,2500,FLA@TB 11/21/2018 07:30PM ET,FLA,1.75
,,,,,,,,,,RW,Alexander Volkov (11670205),Alexander Volkov,11670205,W/UTIL,2500,FLA@TB 11/21/2018 07:30PM ET,TB,0
,,,,,,,,,,RW,Cory Conacher (11670225),Cory Conacher,11670225,W/UTIL,2500,FLA@TB 11/21/2018 07:30PM ET,TB,0.5
,,,,,,,,,,LW,Henrik Haapala (11670237),Henrik Haapala,11670237,W/UTIL,2500,FLA@TB 11/21/2018 07:30PM ET,FLA,0
,,,,,,,,,,LW,Michael Bournival (11670299),Michael Bournival,11670299,W/UTIL,2500,FLA@TB 11/21/2018 07:30PM ET,TB,0
,,,,,,,,,,RW,Taylor Raddysh (11670311),Taylor Raddysh,11670311,W/UTIL,2500,FLA@TB 11/21/2018 07:30PM ET,TB,0
,,,,,,,,,,RW,Paul Thompson (11670319),Paul Thompson,11670319,W/UTIL,2500,FLA@TB 11/21/2018 07:30PM ET,FLA,0
,,,,,,,,,,LW,Andy Andreoff (11670357),Andy Andreoff,11670357,W/UTIL,2500,FLA@TB 11/21/2018 07:30PM ET,TB,0
,,,,,,,,,,D,Cameron Gaunce (11670911),Cameron Gaunce,11670911,D/UTIL,2500,FLA@TB 11/21/2018 07:30PM ET,TB,0
,,,,,,,,,,D,Julian Melchiori (11670925),Julian Melchiori,11670925,D/UTIL,2500,FLA@TB 11/21/2018 07:30PM ET,FLA,0
,,,,,,,,,,D,Ian McCoshen (11670957),Ian McCoshen,11670957,D/UTIL,2500,FLA@TB 11/21/2018 07:30PM ET,FLA,0
,,,,,,,,,,C,Jordan Kyrou (11669543),Jordan Kyrou,11669543,C/UTIL,2500,STL@NSH 11/21/2018 08:00PM ET,STL,1
,,,,,,,,,,C,Jordan Nolan (11669565),Jordan Nolan,11669565,C/UTIL,2500,STL@NSH 11/21/2018 08:00PM ET,STL,0
,,,,,,,,,,C,Tyler Gaudet (11669579),Tyler Gaudet,11669579,C/UTIL,2500,STL@NSH 11/21/2018 08:00PM ET,NSH,0
,,,,,,,,,,C,Emil Pettersson (11669581),Emil Pettersson,11669581,C/UTIL,2500,STL@NSH 11/21/2018 08:00PM ET,NSH,0
,,,,,,,,,,C,Carl Persson (11669583),Carl Persson,11669583,C/UTIL,2500,STL@NSH 11/21/2018 08:00PM ET,NSH,0
,,,,,,,,,,C,Nolan Stevens (11669599),Nolan Stevens,11669599,C/UTIL,2500,STL@NSH 11/21/2018 08:00PM ET,STL,0
,,,,,,,,,,RW,Sammy Blais (11670097),Sammy Blais,11670097,W/UTIL,2500,STL@NSH 11/21/2018 08:00PM ET,STL,0.73
,,,,,,,,,,LW,Miikka Salomaki (11670145),Miikka Salomaki,11670145,W/UTIL,2500,STL@NSH 11/21/2018 08:00PM ET,NSH,1.16
,,,,,,,,,,RW,Nicholas Baptiste (11670181),Nicholas Baptiste,11670181,W/UTIL,2500,STL@NSH 11/21/2018 08:00PM ET,NSH,0
